"","date","NUM_COLLISIONS","no_v","one_v","two_v","three_v","four_v","five_v","year","mo","da","rain_drizzle","snow_ice_pellets","hail","thunder","wdsp","visib","prcp","temp"
"2870","2020-05-09",148,1,34,102,8,3,0,2020,5,9,0,0,0,0,18.6,9.4,0.18,46.2
"2871","2020-05-10",163,0,45,100,12,5,1,2020,5,10,0,0,0,0,21.6,10,0,46
"2872","2020-05-11",173,0,45,103,19,5,1,2020,5,11,0,0,0,0,13.3,9.8,0,50.6
"2873","2020-05-12",191,0,49,120,14,5,3,2020,5,12,0,0,0,0,15,10,0.04,49.6
"2874","2020-05-13",212,0,40,147,21,3,1,2020,5,13,0,0,0,0,16,10,0,48.8
"2875","2020-05-14",171,0,47,108,11,4,1,2020,5,14,0,0,0,0,11,10,0,51.6
"2876","2020-05-15",242,0,60,150,22,7,3,2020,5,15,0,0,0,0,9.5,8.6,0.16,54.1
"2877","2020-05-16",217,1,53,143,16,2,2,2020,5,16,0,0,0,0,14.1,8.2,0.15,57.6
"2878","2020-05-17",171,0,51,93,17,7,3,2020,5,17,0,0,0,0,7,10,0,49.4
"2879","2020-05-18",185,1,51,115,13,4,1,2020,5,18,0,0,0,0,5.7,10,0,52.5
"2880","2020-05-19",229,2,36,165,17,6,3,2020,5,19,0,0,0,0,15.5,10,0,51.7
"2881","2020-05-20",192,1,55,118,12,4,2,2020,5,20,0,0,0,0,10.8,10,0,49.9
"2882","2020-05-21",212,2,46,139,19,6,0,2020,5,21,0,0,0,0,6.3,9.6,0,48.3
"2883","2020-05-22",264,1,61,162,22,9,9,2020,5,22,0,0,0,0,12,10,0,57
"2884","2020-05-23",193,0,53,116,15,5,4,2020,5,23,1,0,0,0,9.7,4.1,0,56.4
"2885","2020-05-24",197,0,47,120,22,6,2,2020,5,24,0,0,0,0,14.1,9.7,2.37,51.7
"2886","2020-05-25",214,1,49,126,29,4,5,2020,5,25,0,0,0,0,9.9,8.6,0,56
"2887","2020-05-26",224,0,48,153,17,5,1,2020,5,26,0,0,0,0,4.6,5.8,0,58.2
"2888","2020-05-27",239,0,46,168,17,7,1,2020,5,27,0,0,0,0,5.6,2,0,57.4
"2889","2020-05-28",209,0,50,133,17,6,3,2020,5,28,1,0,0,0,8.4,6.6,0.01,60.2
"2890","2020-05-29",258,5,61,165,19,7,1,2020,5,29,1,0,0,0,12.9,3.6,0.14,61
"2891","2020-05-30",226,0,44,153,21,6,2,2020,5,30,1,0,0,0,12.9,3.5,0.04,60.4
"2892","2020-05-31",208,4,57,124,17,5,1,2020,5,31,0,0,0,0,11.7,9.8,0.03,61.5
"2893","2020-06-01",196,0,56,115,18,5,2,2020,6,1,0,0,0,0,11.1,10,0,55.4
"2894","2020-06-02",197,0,39,134,15,7,2,2020,6,2,0,0,0,0,7.6,10,0,57.1
"2895","2020-06-03",216,2,43,143,24,3,1,2020,6,3,0,0,0,0,9.8,9.2,0.05,59.2
"2896","2020-06-04",245,1,54,165,19,3,3,2020,6,4,0,0,0,0,8.9,9,0.03,64.4
"2897","2020-06-05",248,1,57,158,25,6,1,2020,6,5,1,0,0,0,7.4,3.9,0,60.4
"2898","2020-06-06",262,1,63,163,24,6,5,2020,6,6,1,0,0,0,9.3,1.6,0.45,61.2
"2899","2020-06-07",206,0,54,130,9,9,4,2020,6,7,0,0,0,0,12.3,8.8,0.01,62.2
"2900","2020-06-08",235,2,65,149,11,7,1,2020,6,8,0,0,0,0,7.3,10,0,62.6
"2901","2020-06-09",251,1,55,168,21,4,2,2020,6,9,0,0,0,0,6.5,10,0,61.9
"2902","2020-06-10",238,2,48,163,16,5,4,2020,6,10,0,0,0,0,7.5,7,0,60.3
"2903","2020-06-11",251,1,57,172,16,4,1,2020,6,11,0,0,0,0,12.7,6.6,0,63.6
"2904","2020-06-12",277,2,71,181,19,4,0,2020,6,12,1,0,0,0,7.9,3.2,0.04,63.1
"2905","2020-06-13",282,0,67,181,27,5,2,2020,6,13,0,0,0,0,8.5,7.3,0.04,62.5
"2906","2020-06-14",228,1,50,145,22,8,2,2020,6,14,0,0,0,0,13.3,10,0,60.9
"2907","2020-06-15",223,0,54,139,23,6,1,2020,6,15,0,0,0,0,15.4,8.1,0,58.3
"2908","2020-06-16",259,0,53,186,14,5,1,2020,6,16,0,0,0,0,11.2,10,0,59.9
"2909","2020-06-17",244,3,58,153,20,5,5,2020,6,17,0,0,0,0,8.3,10,0,61.2
"2910","2020-06-18",226,2,53,157,11,2,1,2020,6,18,0,0,0,0,4.8,3.7,0,59.8
"2911","2020-06-19",306,0,75,202,20,7,2,2020,6,19,0,0,0,0,7.7,3.5,0,63.9
"2912","2020-06-20",246,0,59,161,18,3,5,2020,6,20,0,0,0,0,9.1,6.6,0,64.8
"2913","2020-06-21",245,0,67,143,27,6,2,2020,6,21,0,0,0,0,6.3,5.8,0,65.2
"2914","2020-06-22",295,2,57,205,21,6,4,2020,6,22,0,0,0,0,3.9,9.7,0,68.6
"2915","2020-06-23",291,1,67,193,19,7,4,2020,6,23,0,0,0,0,5,2.3,0,63.5
"2916","2020-06-24",300,2,67,207,18,4,2,2020,6,24,0,0,0,0,9.8,1.5,0,66.4
"2917","2020-06-25",250,2,48,183,10,4,3,2020,6,25,0,0,0,0,7.5,9.1,0,67.8
"2918","2020-06-26",337,0,55,238,27,14,3,2020,6,26,0,0,0,0,7.8,9.6,0,66.7
"2919","2020-06-27",273,0,60,182,25,4,2,2020,6,27,0,0,0,0,7.2,6.8,0,66.6
"2920","2020-06-28",240,0,54,152,24,8,2,2020,6,28,0,0,1,0,8,6.9,0.41,68
"2921","2020-06-29",301,1,85,185,22,7,1,2020,6,29,1,0,0,1,5.5,5.5,0.39,67.1
"2922","2020-06-30",278,2,64,177,23,6,6,2020,6,30,0,0,0,0,5.6,7.9,0.13,66.3
"2923","2020-07-01",259,1,55,184,12,5,2,2020,7,1,0,0,0,0,4.7,6,0,64.4
"2924","2020-07-02",340,1,67,236,29,5,2,2020,7,2,0,0,0,0,7.7,7.8,0,68.2
"2925","2020-07-03",302,1,79,186,25,7,4,2020,7,3,0,0,0,0,9.8,7,0,69.5
"2926","2020-07-04",278,0,64,185,20,4,5,2020,7,4,0,0,0,0,8.9,5.1,0,66.1
"2927","2020-07-05",290,1,65,180,27,14,3,2020,7,5,0,0,0,0,5,4.4,0,63.1
"2928","2020-07-06",257,1,54,169,20,10,3,2020,7,6,1,0,0,0,9.1,6.4,0,67.9
"2929","2020-07-07",243,1,52,169,15,4,2,2020,7,7,0,0,0,0,7.9,8.9,0,60.1
"2930","2020-07-08",267,0,60,182,16,8,1,2020,7,8,0,0,0,0,9.8,9.9,0,68.1
"2931","2020-07-09",313,2,69,212,22,6,2,2020,7,9,0,0,0,0,7.7,8.2,0,70.9
"2932","2020-07-10",296,0,90,178,17,9,2,2020,7,10,1,0,0,0,8.2,3.8,0,69.8
"2933","2020-07-11",274,2,74,167,21,8,2,2020,7,11,1,0,0,0,11.2,3.4,0,70.3
"2934","2020-07-12",292,2,71,179,27,7,6,2020,7,12,0,0,0,0,11.6,7,0,71.8
"2935","2020-07-13",290,1,69,186,23,8,3,2020,7,13,0,0,0,0,8,4.9,0,70.3
"2936","2020-07-14",320,1,80,209,21,8,1,2020,7,14,0,0,0,0,7.9,6.2,0,72
"2937","2020-07-15",268,1,60,178,23,5,1,2020,7,15,0,0,0,0,13.9,9.8,0,66.5
"2938","2020-07-16",322,0,77,211,24,4,6,2020,7,16,0,0,0,0,8.1,10,0,63.6
"2939","2020-07-17",308,4,66,202,28,6,2,2020,7,17,0,0,0,0,7.5,9.9,0,62.6
"2940","2020-07-18",316,0,72,205,26,10,3,2020,7,18,1,0,0,0,6.2,3.2,0,70.2
"2941","2020-07-19",313,0,64,198,36,10,5,2020,7,19,0,0,0,0,8.4,0.8,0,69.1
"2942","2020-07-20",281,1,57,187,27,6,3,2020,7,20,1,0,0,0,9.5,2.1,0,71
"2943","2020-07-21",331,1,85,209,30,6,0,2020,7,21,0,0,0,0,8.6,8.3,0,77.6
"2944","2020-07-22",290,3,73,195,14,4,1,2020,7,22,0,0,0,0,4.6,7.8,0,72.7
"2945","2020-07-23",332,1,81,227,13,7,3,2020,7,23,0,0,0,0,9.4,5.7,0,74.1
"2946","2020-07-24",312,1,74,215,14,6,2,2020,7,24,1,0,0,0,6.3,7.8,0,73.7
"2947","2020-07-25",291,3,73,172,30,9,4,2020,7,25,0,0,0,0,3.9,5.5,0,69.6
"2948","2020-07-26",313,1,71,191,36,10,4,2020,7,26,0,0,0,0,12.3,8,0,75.1
"2949","2020-07-27",320,3,75,211,24,6,1,2020,7,27,0,0,0,0,12.3,7.6,0,77
"2950","2020-07-28",298,2,63,201,24,6,2,2020,7,28,0,0,0,0,10.9,6.6,0,76.5
"2951","2020-07-29",318,2,72,215,20,7,2,2020,7,29,0,0,0,0,6.3,7.5,0,75.3
"2952","2020-07-30",300,2,61,205,21,11,0,2020,7,30,0,0,0,0,7.1,3.7,0,74.4
"2953","2020-07-31",343,3,86,224,25,4,1,2020,7,31,1,0,0,0,5.1,6.3,0,73.7
"2954","2020-08-01",375,1,85,240,33,13,3,2020,8,1,0,0,0,0,5.1,8.5,0,72.6
"2955","2020-08-02",286,2,71,177,25,7,4,2020,8,2,0,0,0,0,8.4,8.9,0,71.9
"2956","2020-08-03",353,1,80,236,25,7,4,2020,8,3,0,0,0,0,12.3,5.1,0,76.1
"2957","2020-08-04",451,1,216,196,28,8,2,2020,8,4,1,0,0,0,11.4,3.4,0,74.8
"2958","2020-08-05",345,3,78,231,25,7,1,2020,8,5,0,0,0,0,11.5,8.9,0,74.8
"2959","2020-08-06",356,2,74,243,31,3,3,2020,8,6,0,0,0,0,6.7,6.4,0,74.1
"2960","2020-08-07",337,3,80,208,32,8,6,2020,8,7,0,0,0,0,5.2,6.5,0,69
"2961","2020-08-08",260,1,55,178,21,4,1,2020,8,8,0,0,0,0,6.1,5.1,0,69.7
"2962","2020-08-09",283,2,58,180,31,10,2,2020,8,9,0,0,0,0,7,9.3,0,71.5
"2963","2020-08-10",320,0,78,211,19,7,5,2020,8,10,0,0,0,0,9.6,9.8,0,74.3
"2964","2020-08-11",317,1,73,216,20,3,4,2020,8,11,0,0,0,0,9.1,7.8,0,75.4
"2965","2020-08-12",293,2,67,200,13,7,4,2020,8,12,0,0,0,0,9.1,5.9,0,75.3
"2966","2020-08-13",275,0,54,187,28,3,3,2020,8,13,0,0,0,0,6.8,4.1,0,77
"2967","2020-08-14",344,2,63,242,32,4,1,2020,8,14,0,0,0,0,6.1,9.7,0,74.6
"2968","2020-08-15",313,1,62,208,33,6,3,2020,8,15,1,0,0,0,13.9,7.3,0,70.4
"2969","2020-08-16",279,1,79,163,25,9,2,2020,8,16,0,0,0,0,12.5,7.6,0.01,66.6
"2970","2020-08-17",288,1,47,217,17,4,2,2020,8,17,0,0,0,0,16.8,7.5,0.82,66
"2971","2020-08-18",311,2,61,211,21,11,5,2020,8,18,0,0,0,0,8.5,9.6,0.42,68.3
"2972","2020-08-19",286,3,56,195,21,7,4,2020,8,19,0,0,0,0,5.8,8.8,0,70.4
"2973","2020-08-20",306,2,64,210,22,5,3,2020,8,20,0,0,0,0,6.2,10,0,68.4
"2974","2020-08-21",348,2,87,236,20,1,2,2020,8,21,0,0,0,0,8.7,10,0,69.1
"2975","2020-08-22",328,1,63,223,35,3,3,2020,8,22,0,0,0,0,8.3,9.7,0,72.3
"2976","2020-08-23",316,0,60,220,24,10,2,2020,8,23,0,0,0,0,7,8.1,0,72.3
"2977","2020-08-24",320,1,70,210,29,6,4,2020,8,24,0,0,0,0,5.9,2.3,0,71.7
"2978","2020-08-25",286,1,66,189,22,6,2,2020,8,25,0,0,0,0,10.1,5.9,0,74.2
"2979","2020-08-26",310,2,71,209,21,5,2,2020,8,26,0,0,0,0,14.2,10,0,70.2
"2980","2020-08-27",343,3,86,221,17,11,5,2020,8,27,0,0,0,0,6.4,9.9,0,66.9
"2981","2020-08-28",306,0,70,203,28,3,2,2020,8,28,0,0,0,0,6.9,9.9,0.05,70.6
"2982","2020-08-29",291,2,73,172,32,11,1,2020,8,29,1,0,0,0,9.8,5.4,0,70.8
"2983","2020-08-30",303,2,74,199,23,4,1,2020,8,30,0,0,0,0,13.1,9,0.33,72
"2984","2020-08-31",294,3,61,198,29,2,1,2020,8,31,0,0,0,0,7.4,10,0,67
"2985","2020-09-01",337,2,68,238,18,11,0,2020,9,1,0,0,0,0,9.9,10,0,65.7
"2986","2020-09-02",309,1,66,220,16,3,3,2020,9,2,0,0,0,0,10.7,8.4,0,66.5
"2987","2020-09-03",363,3,69,250,35,5,1,2020,9,3,1,0,0,0,7.6,2.1,0.43,70.5
"2988","2020-09-04",383,5,76,270,23,8,1,2020,9,4,1,0,0,0,7.4,8.3,0.31,72.8
"2989","2020-09-05",362,0,82,245,27,5,3,2020,9,5,0,0,0,0,9.4,10,0.01,70.7
"2990","2020-09-06",293,1,54,198,25,9,6,2020,9,6,0,0,0,0,6.9,10,0,67.3
"2991","2020-09-07",295,2,67,193,24,7,2,2020,9,7,0,0,0,0,8.2,10,0,67.1
"2992","2020-09-08",337,2,75,226,27,6,1,2020,9,8,0,0,0,0,4.2,5.2,0,65.9
"2993","2020-09-09",292,1,54,213,18,2,4,2020,9,9,0,0,0,0,4.2,4.3,0,69.3
"2994","2020-09-10",347,2,77,227,36,3,2,2020,9,10,1,0,0,0,4.4,0.8,0,70.8
"2995","2020-09-11",351,2,76,237,24,10,2,2020,9,11,1,0,0,0,13.2,7.1,0.3,69.1
"2996","2020-09-12",304,1,71,195,30,4,3,2020,9,12,0,0,0,0,12.4,10,0.07,62.4
"2997","2020-09-13",245,0,60,159,19,4,3,2020,9,13,0,0,0,0,8.6,10,0,64.2
"2998","2020-09-14",289,2,64,195,22,5,1,2020,9,14,0,0,0,0,9.9,9.5,0,69.5
"2999","2020-09-15",301,1,53,224,18,3,2,2020,9,15,0,0,0,0,13.4,10,0,61.5
"3000","2020-09-16",307,1,62,204,35,3,2,2020,9,16,0,0,0,0,6.5,10,0,58.8
"3001","2020-09-17",322,3,65,218,29,5,2,2020,9,17,0,0,0,0,7.5,10,0,68.5
"3002","2020-09-18",341,1,68,238,20,11,3,2020,9,18,0,0,0,0,11.2,8.8,0.28,63.6
"3003","2020-09-19",330,0,79,211,30,7,3,2020,9,19,0,0,0,0,16.9,10,0.03,58.8
"3004","2020-09-20",275,3,70,166,23,9,4,2020,9,20,0,0,0,0,13.8,10,0,55.2
"3005","2020-09-21",310,0,72,209,14,10,5,2020,9,21,0,0,0,0,16,10,0,56.8
"3006","2020-09-22",307,0,71,206,20,7,3,2020,9,22,0,0,0,0,19.2,10,0,58.8
"3007","2020-09-23",356,1,77,247,25,2,4,2020,9,23,0,0,0,0,14.5,10,0,64.1
"3008","2020-09-24",297,2,52,212,21,8,2,2020,9,24,0,0,0,0,8.2,10,0,66.2
"3009","2020-09-25",348,1,64,254,20,6,3,2020,9,25,0,0,0,0,7.2,7,0,64.6
"3010","2020-09-26",330,3,84,201,32,6,4,2020,9,26,0,0,0,0,4.9,4.5,0,63.6
"3011","2020-09-27",315,3,75,190,30,10,7,2020,9,27,0,0,0,0,7.2,9.2,0,66.7
"3012","2020-09-28",300,2,69,201,19,6,3,2020,9,28,0,0,0,0,9.5,6.3,0.18,68.1
"3013","2020-09-29",317,2,57,224,27,6,1,2020,9,29,1,0,0,0,5.5,6.1,0,67.5
"3014","2020-09-30",347,1,74,232,30,9,1,2020,9,30,1,0,0,0,20.1,7.7,0.06,67.6
"3015","2020-10-01",332,4,71,225,21,5,6,2020,10,1,0,0,0,0,9.8,9.7,0.02,66.4
"3016","2020-10-02",350,0,81,242,17,6,4,2020,10,2,0,0,0,0,8.5,8.7,0,64.8
"3017","2020-10-03",323,2,56,223,35,2,5,2020,10,3,0,0,0,0,4.9,10,0,61.4
"3018","2020-10-04",269,2,65,167,24,9,2,2020,10,4,0,0,0,0,7,10,0,61
"3019","2020-10-05",302,0,78,200,17,6,1,2020,10,5,0,0,0,0,8.1,9.2,0.17,56.9
"3020","2020-10-06",325,1,66,221,27,8,2,2020,10,6,0,0,0,0,6.8,9.9,0.05,59.2
"3021","2020-10-07",308,1,73,201,27,2,4,2020,10,7,0,0,0,0,16.4,9.6,0.07,65.7
"3022","2020-10-08",332,1,77,227,22,3,2,2020,10,8,0,0,0,0,14.6,10,0.25,59.5
"3023","2020-10-09",330,5,75,216,25,6,3,2020,10,9,0,0,0,0,11.2,10,0,52.5
"3024","2020-10-10",277,0,62,175,26,7,7,2020,10,10,0,0,0,0,17.6,9.9,0,65.2
"3025","2020-10-11",248,2,62,145,28,8,3,2020,10,11,0,0,0,0,14.3,10,0,60.9
"3026","2020-10-12",323,4,81,204,24,8,2,2020,10,12,0,0,0,0,13,10,0,55.3
"3027","2020-10-13",323,3,70,209,33,4,4,2020,10,13,0,0,0,0,15.7,3.3,0.05,61.8
"3028","2020-10-14",333,0,73,222,31,5,2,2020,10,14,1,0,0,0,12.1,10,0.06,60.7
"3029","2020-10-15",311,0,61,217,23,8,2,2020,10,15,0,0,0,0,10.4,10,0,63.5
"3030","2020-10-16",304,1,81,197,18,3,4,2020,10,16,0,0,0,0,12.6,10,0,65.4
"3031","2020-10-17",335,2,78,210,32,9,4,2020,10,17,0,0,0,0,15.9,9.5,1.47,54.3
"3032","2020-10-18",305,1,77,189,24,9,5,2020,10,18,0,0,0,0,8.4,10,0,54.7
"3033","2020-10-19",276,0,48,209,16,2,1,2020,10,19,0,0,0,0,5,10,0,55.6
"3034","2020-10-20",336,2,75,228,22,6,3,2020,10,20,0,0,0,0,7.2,8,0,59.7
"3035","2020-10-21",338,3,80,226,23,4,2,2020,10,21,1,0,0,0,5.2,4.7,0.03,64.9
"3036","2020-10-22",264,2,59,181,15,5,2,2020,10,22,0,0,0,0,5,5.3,0,65
"3037","2020-10-23",337,1,75,228,23,6,4,2020,10,23,0,0,0,0,7.4,9.5,0,62
"3038","2020-10-24",301,0,75,196,19,7,4,2020,10,24,0,0,0,0,6,10,0,60.9
"3039","2020-10-25",281,0,57,181,30,7,6,2020,10,25,0,0,0,0,12.6,10,0,52.1
"3040","2020-10-26",314,2,77,199,22,9,5,2020,10,26,0,0,0,0,11.2,9.9,0.01,56.1
"3041","2020-10-27",262,1,55,180,22,4,0,2020,10,27,1,0,0,0,9.4,8.2,0.01,56.7
"3042","2020-10-28",309,3,77,205,19,3,2,2020,10,28,0,0,0,0,9.9,8,0.05,53.6
"3043","2020-10-29",334,1,112,203,16,1,1,2020,10,29,0,0,0,0,6.8,6.8,0.78,50.8
"3044","2020-10-30",394,2,108,250,24,6,4,2020,10,30,1,0,0,0,21.8,6,1.16,44.3
"3045","2020-10-31",334,4,75,225,21,6,3,2020,10,31,0,0,0,0,6.7,10,0,44.9
"3046","2020-11-01",308,1,74,191,34,6,2,2020,11,1,0,0,0,0,10.9,8.4,0,57.2
"3047","2020-11-02",327,2,77,224,18,3,3,2020,11,2,0,0,0,0,20.4,10,0.44,42.1
"3048","2020-11-03",285,1,75,185,16,5,3,2020,11,3,0,0,0,0,17.2,10,0,44
"3049","2020-11-04",302,1,63,209,22,7,0,2020,11,4,0,0,0,0,7.9,10,0,46.4
"3050","2020-11-05",357,3,74,249,24,3,4,2020,11,5,0,0,0,0,10.3,9.8,0,59
"3051","2020-11-06",365,0,92,243,23,6,1,2020,11,6,1,0,0,0,9.7,7.6,0.02,59.5
"3052","2020-11-07",329,0,71,217,26,7,8,2020,11,7,0,0,0,0,11.2,8.3,0,60.4
"3053","2020-11-08",326,2,81,190,38,13,2,2020,11,8,0,0,0,0,4.7,8.5,0,58.8
"3054","2020-11-09",318,0,69,214,25,6,4,2020,11,9,0,0,0,0,5.2,6.6,0,54.8
"3055","2020-11-10",343,2,81,224,21,8,7,2020,11,10,0,0,0,0,8.2,5.7,0,57.2
"3056","2020-11-11",300,3,80,194,17,5,1,2020,11,11,0,0,0,0,10.4,9,0,61.4
"3057","2020-11-12",327,4,93,204,15,9,2,2020,11,12,1,0,0,0,11.3,3.7,0.84,60.7
"3058","2020-11-13",391,2,104,240,35,9,1,2020,11,13,0,0,0,0,9.3,6.9,1.28,53.5
"3059","2020-11-14",298,1,61,193,36,7,0,2020,11,14,0,0,0,0,11.3,10,0.02,50.5
"3060","2020-11-15",251,2,69,154,16,9,1,2020,11,15,0,0,0,0,9.6,10,0,46.4
"3061","2020-11-16",305,0,84,195,20,5,1,2020,11,16,0,0,0,0,16.9,9.4,0.24,54.9
"3062","2020-11-17",260,1,56,184,16,3,0,2020,11,17,0,0,0,0,8.9,10,0,47.4
"3063","2020-11-18",295,1,67,200,22,4,1,2020,11,18,0,0,0,0,15.4,10,0,38.1
"3064","2020-11-19",279,1,71,181,20,5,1,2020,11,19,0,0,0,0,11.3,10,0,37.2
"3065","2020-11-20",358,2,91,237,22,3,3,2020,11,20,0,0,0,0,19.8,9,0,56.9
"3066","2020-11-21",314,2,64,210,32,4,2,2020,11,21,0,0,0,0,10.3,9.3,0,57.7
"3067","2020-11-22",222,2,52,136,27,3,2,2020,11,22,0,0,0,0,12.5,10,0,50.9
"3068","2020-11-23",298,3,77,186,24,4,4,2020,11,23,1,0,0,0,15.1,7.6,0,53.9
"3069","2020-11-24",324,1,67,222,29,4,1,2020,11,24,0,0,0,0,15.5,10,0.37,42.2
"3070","2020-11-25",276,0,55,197,16,2,6,2020,11,25,0,0,0,0,9.7,10,0,45.1
"3071","2020-11-26",203,3,58,116,18,6,2,2020,11,26,0,0,0,0,10.2,7,0,55.7
"3072","2020-11-27",279,1,59,192,16,7,4,2020,11,27,0,0,0,0,4.4,5.4,0.48,54
"3073","2020-11-28",239,0,53,159,22,3,2,2020,11,28,0,0,0,0,4.3,8.7,0,50.6
"3074","2020-11-29",248,1,55,155,25,8,4,2020,11,29,0,0,0,0,8.5,10,0,47.4
"3075","2020-11-30",301,2,90,178,28,1,2,2020,11,30,0,0,0,0,13.2,8.3,0,52.7
"3076","2020-12-01",269,1,63,181,17,6,1,2020,12,1,1,0,0,0,18.1,4.3,0.88,58.1
"3077","2020-12-02",235,2,49,153,23,5,3,2020,12,2,0,0,0,0,17.9,9.8,0.59,47.5
"3078","2020-12-03",252,5,58,158,20,7,4,2020,12,3,0,0,0,0,12.6,10,0.02,45.1
"3079","2020-12-04",372,6,86,236,32,6,6,2020,12,4,0,0,0,0,13.1,10,0,53.6
"3080","2020-12-05",278,1,75,171,22,8,1,2020,12,5,0,0,0,0,11.1,6.3,0.32,51.5
"3081","2020-12-06",241,0,60,146,27,6,2,2020,12,6,0,0,0,0,18.1,9.8,1.47,39.3
"3082","2020-12-07",281,1,77,180,17,4,2,2020,12,7,0,0,0,0,9.3,10,0,35.1
"3083","2020-12-08",282,3,62,193,19,4,1,2020,12,8,0,0,0,0,14.1,10,0,36.4
"3084","2020-12-09",280,1,55,188,22,9,5,2020,12,9,0,0,0,0,9.2,9.6,0.01,35.4
"3085","2020-12-10",311,0,67,219,20,4,1,2020,12,10,0,0,0,0,10,10,0.12,40.8
"3086","2020-12-11",348,1,72,237,29,6,3,2020,12,11,0,0,0,0,5.8,10,0,41.5
"3087","2020-12-12",285,1,74,171,29,9,1,2020,12,12,1,0,0,0,7,8.6,0,52.1
"3088","2020-12-13",265,3,53,177,18,8,6,2020,12,13,1,0,0,0,9.7,6.3,0.06,53.4
"3089","2020-12-14",250,0,66,165,16,1,2,2020,12,14,0,0,0,0,6.3,8.9,0,44
"3090","2020-12-15",315,2,82,201,22,6,2,2020,12,15,0,0,0,0,14.8,10,0.44,37.7
"3091","2020-12-16",341,0,73,230,28,7,3,2020,12,16,0,0,0,0,11.5,10,0,31.8
"3092","2020-12-17",232,2,73,143,12,1,1,2020,12,17,1,0,0,0,22,4,0.2,38.9
"3093","2020-12-18",278,1,73,177,20,6,1,2020,12,18,0,0,0,1000,17.1,9.6,0.54,36.1
"3094","2020-12-19",251,1,61,160,20,6,3,2020,12,19,0,0,0,1000,8.6,9.7,0.01,35.6
"3095","2020-12-20",194,0,55,120,12,7,0,2020,12,20,0,0,0,0,3.8,10,0,38.5
"3096","2020-12-21",268,9,58,177,17,6,1,2020,12,21,0,0,0,0,7.9,8.2,0.28,42.3
"3097","2020-12-22",320,0,72,216,24,5,3,2020,12,22,0,0,0,0,8.6,9.3,0.02,40.8
"3098","2020-12-23",360,5,74,245,27,3,6,2020,12,23,0,0,0,0,9.7,10,0,38.5
"3099","2020-12-24",315,5,87,191,19,11,2,2020,12,24,0,0,0,0,13.6,9.3,0,47.6
"3100","2020-12-25",168,0,62,93,7,4,2,2020,12,25,1,0,0,0,19.4,4.3,0,53.9
"3101","2020-12-26",226,0,54,143,21,6,2,2020,12,26,1,0,0,0,19.7,8.8,1.18,40.1
"3102","2020-12-27",184,0,46,119,11,7,1,2020,12,27,0,0,0,0,7.7,10,0,34.2
"3103","2020-12-28",217,0,48,142,21,5,1,2020,12,28,0,0,0,0,9.5,10,0,43
"3104","2020-12-29",244,0,60,164,15,5,0,2020,12,29,0,0,0,0,13,9.7,0,41.3
"3105","2020-12-30",238,1,53,159,18,6,1,2020,12,30,0,0,0,0,11,10,0,34.1
"3106","2020-12-31",278,6,65,182,17,5,3,2020,12,31,0,0,0,0,14.6,8.4,0.03,48.8
"3107","2021-01-01",257,3,69,154,19,6,6,2021,1,1,0,0,0,0,7.6,10,0.13,39.6
"3108","2021-01-02",220,1,61,129,20,5,4,2021,1,2,1,0,0,0,15.4,7.4,0.56,47.4
"3109","2021-01-03",186,5,64,96,14,3,4,2021,1,3,0,0,0,0,10.3,10,0,41.1
"3110","2021-01-04",242,1,51,159,20,6,5,2021,1,4,0,0,0,0,15.7,9.1,0.4,41.2
"3111","2021-01-05",228,1,59,151,11,4,2,2021,1,5,0,0,0,0,16,8.6,0.14,38.7
"3112","2021-01-06",220,1,52,145,18,4,0,2021,1,6,1,0,0,0,17.3,9.9,0.01,37.4
"3113","2021-01-07",285,3,62,191,19,8,2,2021,1,7,0,0,0,0,11.9,10,0,36.5
"3114","2021-01-08",272,3,66,176,22,4,1,2021,1,8,0,0,0,0,7.2,10,0,33.3
"3115","2021-01-09",244,3,56,161,16,5,3,2021,1,9,0,0,0,1000,11.8,9.7,0,32.9
"3116","2021-01-10",177,2,49,109,11,5,1,2021,1,10,0,0,0,1000,13.8,9.3,0,35.6
"3117","2021-01-11",238,0,51,161,18,5,3,2021,1,11,0,0,0,0,4.5,10,0,32.6
"3118","2021-01-12",278,0,55,190,25,8,0,2021,1,12,0,0,0,0,6.5,10,0,37
"3119","2021-01-13",245,0,58,160,18,4,5,2021,1,13,0,0,0,0,5.8,10,0,35.8
"3120","2021-01-14",253,1,65,157,26,2,2,2021,1,14,0,0,0,0,5.7,8.8,0,41.3
"3121","2021-01-15",272,0,79,165,23,3,2,2021,1,15,0,0,0,0,6.6,8.7,0,41.3
"3122","2021-01-16",265,1,66,160,25,9,4,2021,1,16,0,0,0,0,14.6,7.3,0.08,45.4
"3123","2021-01-17",210,3,51,130,17,6,3,2021,1,17,0,0,0,0,20,9.7,0.62,40.8
"3124","2021-01-18",225,1,59,142,17,6,0,2021,1,18,0,0,0,0,15.6,10,0,42.6
"3125","2021-01-19",261,1,71,162,19,7,1,2021,1,19,0,0,0,0,11.3,10,0,35.8
"3126","2021-01-20",253,0,62,162,16,9,4,2021,1,20,0,0,0,1000,9.2,9.5,0.01,34.7
"3127","2021-01-21",251,2,53,175,13,6,2,2021,1,21,0,0,0,0,10.4,10,0,30.9
"3128","2021-01-22",254,1,52,172,20,8,1,2021,1,22,0,0,0,0,7.8,10,0,36.5
"3129","2021-01-23",251,1,65,152,23,8,2,2021,1,23,0,0,0,0,13.2,10,0,32.2
